time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_diskio,emailservice_diskio,recommendationservice_diskio,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,currencyservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1705353856,0.538485524178425,2.1735845327295937,0.3857408100388314,19.106595931325547,0.27916613863895584,6.775227665705912,0.570532738153258,3.2503167940442697,2.520187746375431,0.28153846153846246,0.2339668615984413,111521792,43540480,11706368,40103936,43175936,16179200,38236160,10522624,45064192,3014656,8859648,40182.11923693819,0,0,41276.452804837085,4,4,9,4,3,30,3,4,4,4,3,14.267,22.867,1.067,83.467,1.2,11.867,12,1.067,142.6,18.133,7.267,0,0,0,0,0.0029690402476780183,0.003283298097251586,0.3125,0.06625,0.003,0.20910852713178296,0.0042173913043478265,0.0020295685894328656,0.0075,0.0027695167286245362,0.004593808049535604,0.006340206185567019,0.9318181818181818,0.0994516806722689,0.004600000000000001,0.8143805309734515,0.00867857142857143,0.004417547261269996,0.009671983356449377,0.004577695167286245
1705353857,0.7202135520579547,2.1735845327295937,0.3939343763172565,19.106595931325547,0.24400668211522866,6.775227665705912,0.570532738153258,3.2503167940442697,2.111140273574146,0.28153846153846246,0.2339668615984413,111534080,43540480,11706368,40103936,43175936,16179200,38236160,10522624,45064192,3014656,8859648,45400.13300820217,0,0,41276.452804837085,4,4,9,4,3,30,3,4,4,4,3,14.267,22.867,1.067,83.467,1.2,11.867,12,1.067,142.6,18.133,7.267,0,0,0,0,0.0029690402476780183,0.003283298097251586,0.3125,0.06625,0.003,0.20910852713178296,0.0042173913043478265,0.0020295685894328656,0.0075,0.0027695167286245362,0.004593808049535604,0.006340206185567019,0.9318181818181818,0.0994516806722689,0.004600000000000001,0.8143805309734515,0.00867857142857143,0.004417547261269996,0.009671983356449377,0.004577695167286245
1705353858,0.7202135520579547,2.153921298211732,0.4021279425956815,19.106595931325547,0.2875233395572128,6.775227665705912,0.570532738153258,3.2503167940442697,2.0691371444678883,0.28153846153846246,0.2339668615984413,111534080,43540480,11706368,40103936,43175936,16179200,38236160,10522624,45064192,3014656,8859648,45400.13300820217,0,0,41276.452804837085,4,4,9,4,3,30,3,4,4,4,3,14.267,22.867,1.067,83.467,1.2,11.867,12,1.067,141.533,17.067,7.267,0,0,0,0,0.0029690402476780183,0.003283298097251586,0.3125,0.06625,0.003,0.20910852713178296,0.0042173913043478265,0.0020295685894328656,0.0074930069930069934,0.0027695167286245362,0.004593808049535604,0.006340206185567019,0.9318181818181818,0.0994516806722689,0.004600000000000001,0.8143805309734515,0.00867857142857143,0.004417547261269996,0.009683216783216785,0.004577695167286245
1705353859,0.7202135520579547,2.153921298211732,0.4103215088741065,19.106595931325547,0.2875233395572128,6.833693153939503,0.570532738153258,3.252920581722442,2.027134015361631,0.28153846153846246,0.2339668615984413,111534080,43540480,11706368,40103936,43175936,16179200,38236160,10522624,45064192,3014656,8859648,45400.13300820217,0,0,41276.452804837085,4,4,9,4,3,30,3,4,4,4,3,14.267,22.867,1.067,83.467,0.933,11.867,12,1.067,141.533,17.067,7.267,0,0,0,0,0.0029690402476780183,0.003283298097251586,0.3125,0.06625,0.003,0.20910852713178296,0.0042173913043478265,0.0020295685894328656,0.0074930069930069934,0.0027695167286245362,0.004593808049535604,0.006340206185567019,0.9318181818181818,0.0994516806722689,0.0046,0.8143805309734515,0.00867857142857143,0.004417547261269996,0.009683216783216785,0.004577695167286245
1705353860,0.7202135520579547,2.153921298211732,0.49161397670550017,19.274472088296292,0.287248571866312,6.833693153939503,0.570532738153258,3.252920581722442,1.9851308862553738,0.28153846153846246,0.2339668615984413,111534080,43540480,11706368,40075264,43175936,16179200,38236160,10522624,45064192,3014656,8859648,45400.13300820217,0,0,41276.452804837085,4,4,9,4,3,30,3,4,4,4,3,14.267,22.867,1.067,83.467,0.933,11.867,12,1.067,141.533,17.067,7.267,0,0,0,0,0.0029690402476780183,0.003283298097251586,0.3125,0.06625,0.003,0.20910852713178296,0.0042173913043478265,0.0020295685894328656,0.0074930069930069934,0.0027695167286245362,0.004593808049535604,0.006340206185567019,0.9318181818181818,0.0994516806722689,0.0046,0.8143805309734515,0.00867857142857143,0.004417547261269996,0.009683216783216785,0.004577695167286245
1705353861,0.7202135520579547,2.153921298211732,0.49161397670550017,19.38712784990166,0.287248571866312,6.833693153939503,0.570532738153258,3.252920581722442,1.943127757149117,0.28153846153846246,0.2339668615984413,111534080,43540480,11706368,40075264,43175936,16179200,38236160,10522624,45064192,3014656,8859648,45400.13300820217,0,0,41276.452804837085,4,4,9,4,3,30,3,4,4,4,3,14.267,22.867,1.067,83.467,0.933,11.867,12,1.067,141.533,17.067,7.133,0,0,0,0,0.0029690402476780183,0.003283298097251586,0.3125,0.06625,0.003,0.20910852713178296,0.0042173913043478265,0.0020295685894328656,0.0074930069930069934,0.002778571428571429,0.004593808049535604,0.006340206185567019,0.9318181818181818,0.0994516806722689,0.0046,0.8143805309734515,0.00867857142857143,0.004417547261269996,0.009683216783216785,0.004578571428571429
1705353862,0.7202135520579547,2.153921298211732,0.4524132411462736,19.38712784990166,0.287248571866312,6.833693153939503,0.570532738153258,3.252920581722442,2.465896613052922,0.28153846153846246,0.2339668615984413,111534080,43540480,11829248,40075264,43175936,16179200,38236160,10522624,45056000,3014656,8859648,45400.13300820217,0,0,41276.452804837085,4,4,9,4,3,30,3,4,4,4,3,13.333,23.6,0.867,88.325,0.933,11.867,12.267,1.067,141.667,16.933,7.667,0,0,0,0,0.002967793880837359,0.0032946236559139785,0.3125,0.06603774792225617,0.003,0.20952685421994885,0.0042173913043478265,0.002020517830972155,0.007514224751066856,0.0027809187279151945,0.0045935587761674725,0.006500000000000003,0.9681818181818183,0.10397854243467013,0.0046,0.8115023474178407,0.00867857142857143,0.004413483146067416,0.009730440967283073,0.004578798586572439
1705353863,0.6646854304635739,2.153921298211732,0.4524132411462736,19.38712784990166,0.287248571866312,6.833693153939503,0.570532738153258,3.252920581722442,2.465896613052922,0.2730229120473032,0.2339668615984413,111534080,43540480,11829248,40075264,43175936,16179200,38236160,10522624,45056000,3010560,8859648,67814.56953642383,0,0,25227.888642522787,4,4,9,4,3,30,3,4,4,4,3,13.333,23.6,0.867,88.325,0.933,11.867,12.267,0.733,141.667,16.933,7.667,0,0,0,0,0.002967793880837359,0.0032946236559139785,0.3125,0.06603774792225617,0.003,0.20952685421994885,0.004083333333333334,0.002020517830972155,0.007514224751066856,0.0027809187279151945,0.0045935587761674725,0.006500000000000003,0.9681818181818183,0.10397854243467013,0.0046,0.8115023474178407,0.008576923076923077,0.004413483146067416,0.009730440967283073,0.004578798586572439
1705353864,0.6646854304635739,2.153921298211732,0.4524132411462736,19.38712784990166,0.287248571866312,6.833693153939503,0.570532738153258,3.2477674775503695,2.465896613052922,0.2730229120473032,0.2339668615984413,111534080,43540480,11829248,40075264,43175936,16179200,38236160,10268672,45056000,3010560,8859648,67814.56953642383,0,0,25227.888642522787,4,4,9,4,3,30,3,4,4,4,3,13.333,23.6,0.867,88.325,0.933,11.8,12.267,0.733,133.8,16.933,7.667,0,0,0,0,0.002967793880837359,0.0032946236559139785,0.3125,0.06603774792225617,0.003,0.21118090452261307,0.004083333333333334,0.0020254318618042238,0.007514224751066856,0.0027809187279151945,0.0045935587761674725,0.006500000000000003,0.9681818181818183,0.10397854243467013,0.0046,0.8148717948717951,0.008576923076923077,0.004414299424184262,0.009730440967283073,0.004578798586572439
1705353865,0.6646854304635739,2.153921298211732,0.4524132411462736,19.38712784990166,0.287248571866312,6.833693153939503,0.39942329035416896,3.2477674775503695,2.465896613052922,0.2730229120473032,0.2339668615984413,111534080,43540480,11829248,40075264,43175936,16179200,38236160,10268672,45056000,3010560,8859648,67814.56953642383,0,0,25227.888642522787,4,4,9,4,3,30,3,4,4,4,3,13.333,23.8,0.867,88.325,0.933,11.8,12.267,0.733,133.8,16.933,7.667,0,0,0,0,0.002967793880837359,0.0032943071965628352,0.3125,0.06603774792225617,0.003,0.21118090452261307,0.004083333333333334,0.0020254318618042238,0.007514224751066856,0.0027809187279151945,0.0045935587761674725,0.006495049504950492,0.9681818181818183,0.10397854243467013,0.0046,0.8148717948717951,0.008576923076923077,0.004414299424184262,0.009730440967283073,0.004578798586572439
1705353866,0.6646854304635739,2.153921298211732,0.4524132411462736,19.38712784990166,0.287248571866312,6.833693153939503,0.4101626407703595,3.2477674775503695,2.465896613052922,0.2730229120473032,0.2339668615984413,111534080,43540480,11829248,40075264,43175936,16179200,38236160,10268672,45056000,3010560,8859648,67814.56953642383,0,0,25227.888642522787,4,4,9,4,3,30,3,4,4,4,3,13.333,23.8,0.867,88.325,0.933,11.8,12.267,0.733,133.8,16.933,7.667,0,0,0,0,0.002967793880837359,0.0032943071965628352,0.3125,0.06603774792225617,0.003,0.21118090452261307,0.004083333333333334,0.0020254318618042238,0.007514224751066856,0.0027809187279151945,0.0045935587761674725,0.006495049504950492,0.9681818181818183,0.10397854243467013,0.0046,0.8148717948717951,0.008576923076923077,0.004414299424184262,0.009730440967283073,0.004578798586572439
1705353867,0.6646854304635739,2.153921298211732,0.4524132411462736,19.38712784990166,0.287248571866312,6.691613621026146,0.42090199118655014,3.2477674775503695,2.465896613052922,0.2730229120473032,0.2507053291536058,111534080,43540480,11829248,40075264,43175936,16486400,38236160,10268672,45056000,3010560,8859648,67814.56953642383,0,0,25227.888642522787,4,4,9,4,3,30,3,4,4,4,3,13.333,23.467,0.733,86.991,0.8,11.8,12.267,0.667,132.533,16.933,7.4,0,0,0,0,0.002967793880837359,0.003293991416309013,0.33928571428571436,0.06601666340306744,0.003,0.21118090452261307,0.0037407407407407415,0.002027997128499642,0.007514224751066856,0.002774647887323944,0.0045935587761674725,0.0064900990099009915,1.1125000000000025,0.10438081692762105,0.0046,0.8148717948717951,0.008150000000000003,0.004414788226848531,0.009730440967283073,0.004566197183098593
1705353868,0.6646854304635739,2.153921298211732,0.4524132411462736,19.38712784990166,0.287248571866312,6.691613621026146,0.43164134160274076,3.2477674775503695,2.465896613052922,0.2730229120473032,0.2507053291536058,111534080,43540480,11829248,40075264,43175936,16486400,38236160,10268672,45056000,3010560,8859648,67814.56953642383,0,0,25227.888642522787,4,4,9,4,3,30,3,4,4,4,3,13.333,23.467,0.733,86.991,0.8,11.8,12.267,0.667,132.533,16.933,7.4,0,0,0,0,0.002967793880837359,0.003293991416309013,0.33928571428571436,0.06601666340306744,0.003,0.21118090452261307,0.0037407407407407415,0.002027997128499642,0.007514224751066856,0.002774647887323944,0.0045935587761674725,0.0064900990099009915,1.1125000000000025,0.10438081692762105,0.0046,0.8148717948717951,0.008150000000000003,0.004414788226848531,0.009730440967283073,0.004566197183098593
1705353869,0.6646854304635739,1.8353204395179135,0.4524132411462736,19.38712784990166,0.287248571866312,6.691613621026146,0.4423806920189313,3.2477674775503695,2.465896613052922,0.2730229120473032,0.2507053291536058,111534080,43540480,11829248,40075264,43175936,16486400,38236160,10268672,45056000,3010560,8859648,67814.56953642383,0,0,25227.888642522787,4,4,9,4,3,30,3,4,4,4,3,13.333,23.467,0.733,86.991,0.8,11.8,12.267,0.667,132.533,16.933,7.4,0,0,0,0,0.002967793880837359,0.003293991416309013,0.33928571428571436,0.06601666340306744,0.003,0.21118090452261307,0.0037407407407407415,0.002027997128499642,0.007514224751066856,0.002774647887323944,0.004593558776167472,0.0064900990099009915,1.1125000000000025,0.10438081692762105,0.0046,0.8148717948717951,0.008150000000000003,0.004414788226848531,0.009730440967283073,0.004566197183098593
1705353870,0.6646854304635739,2.1266912552801895,0.4524132411462736,19.38712784990166,0.287248571866312,6.691613621026146,0.4531200424351219,3.2477674775503695,2.1048910682766797,0.2730229120473032,0.2507053291536058,111534080,43540480,11829248,40075264,43175936,16486400,38236160,10268672,45056000,3010560,8859648,67814.56953642383,0,0,25227.888642522787,4,4,9,4,3,30,3,4,4,4,3,13.333,23.467,0.733,86.991,0.8,11.8,12.267,0.667,132.533,16.933,7.4,0,0,0,0,0.002967793880837359,0.003293991416309013,0.33928571428571436,0.06601666340306744,0.003,0.21118090452261307,0.0037407407407407415,0.002027997128499642,0.007514224751066856,0.002774647887323944,0.004593558776167472,0.0064900990099009915,1.1125000000000025,0.10438081692762105,0.0046,0.8148717948717951,0.008150000000000003,0.004414788226848531,0.009730440967283073,0.004566197183098593
1705353871,0.6646854304635739,2.059247917687407,0.4524132411462736,19.38712784990166,0.287248571866312,6.691613621026146,0.4729139536180569,3.2477674775503695,2.528309100213722,0.2730229120473032,0.25235417838029245,111534080,43544576,11829248,40075264,43175936,16486400,38498304,10268672,45056000,3010560,8998912,67814.56953642383,0,0,25227.888642522787,4,4,9,4,3,30,3,4,4,4,3,13.333,23.467,0.733,86.991,0.8,11.8,12.267,0.667,132.533,16.933,7.4,0,0,0,0,0.002967793880837359,0.003293991416309013,0.33928571428571436,0.06601666340306744,0.003,0.21118090452261307,0.0037407407407407415,0.002027997128499642,0.007514224751066856,0.002774647887323944,0.004593558776167472,0.0064900990099009915,1.1125000000000025,0.10438081692762105,0.0046,0.8148717948717951,0.008150000000000003,0.004414788226848531,0.009730440967283073,0.004566197183098593
1705353872,0.6646854304635739,2.059247917687407,0.4524132411462736,19.38712784990166,0.287248571866312,6.691613621026146,0.4840655462778434,3.2477674775503695,2.528309100213722,0.2730229120473032,0.25235417838029245,111534080,43544576,11829248,40075264,43175936,16486400,38498304,10268672,45056000,3010560,8998912,67814.56953642383,0,0,25227.888642522787,4,4,9,4,3,30,3,4,4,4,3,13.333,23.467,0.733,86.991,0.8,11.8,12.267,0.667,132.533,16.933,7.4,0,0,0,0,0.002967793880837359,0.003293991416309013,0.33928571428571436,0.06601666340306744,0.003,0.21118090452261307,0.0037407407407407415,0.002027997128499642,0.007514224751066856,0.002774647887323944,0.004593558776167472,0.0064900990099009915,1.1125000000000025,0.10438081692762105,0.0046,0.8148717948717951,0.008150000000000003,0.004414788226848531,0.009730440967283073,0.004566197183098593
1705353873,0.619985764303008,2.059247917687407,0.4524132411462736,19.38712784990166,0.2928621128553235,6.628598500919132,0.49521713893762975,3.2477674775503695,2.528309100213722,0.2730229120473032,0.25235417838029245,111517696,43544576,11829248,40075264,43180032,16486400,38498304,10268672,45056000,3010560,8998912,78796.50648301335,0,0,25227.888642522787,4,4,9,4,3,30,3,4,4,4,3,13.333,23.467,0.733,86.991,0.8,11.8,12.267,0.667,132.4,16.8,7.4,0,0,0,0,0.002967793880837359,0.003293991416309013,0.33928571428571436,0.06601666340306744,0.003,0.21118090452261307,0.0037407407407407415,0.0020254196642685855,0.007503602305475505,0.002774647887323944,0.004593558776167472,0.0064900990099009915,1.1125000000000025,0.10438081692762105,0.0046,0.8148717948717951,0.008150000000000003,0.004413525179856116,0.009719740634005764,0.004566197183098593
1705353874,0.619985764303008,2.059247917687407,0.4524132411462736,19.206207895563747,0.2519832738760133,6.628598500919132,0.5063687315974161,3.2477674775503695,2.528309100213722,0.2730229120473032,0.25235417838029245,111517696,43544576,11829248,40374272,43180032,16486400,38498304,10268672,45056000,3010560,8998912,78796.50648301335,0,0,25227.888642522787,4,4,9,4,3,30,3,4,4,4,3,13.333,23.467,0.733,86.991,0.8,11.8,12.267,0.667,132.4,16.8,7.4,0,0,0,0,0.002967793880837359,0.003293991416309013,0.33928571428571436,0.06601666340306744,0.003,0.21118090452261307,0.0037407407407407415,0.0020254196642685855,0.007503602305475505,0.002774647887323944,0.004593558776167472,0.0064900990099009915,1.1125000000000025,0.10438081692762105,0.0046,0.8148717948717951,0.008150000000000003,0.004413525179856116,0.009719740634005764,0.004566197183098593
1705353875,0.619985764303008,2.059247917687407,0.4524132411462736,19.206207895563747,0.296844763298248,6.628598500919132,0.5175203242572026,3.2477674775503695,2.528309100213722,0.17567885204351097,0.25235417838029245,111517696,43544576,11829248,40374272,43180032,16486400,38498304,10268672,45056000,3010560,8998912,78796.50648301335,0,0,0,4,4,9,4,3,30,3,4,4,4,3,13.333,23.467,0.733,86.991,0.8,11.8,12.267,0.667,132.4,16.8,7.4,0,0,0,0,0.002967793880837359,0.003293991416309013,0.33928571428571436,0.06601666340306744,0.003,0.21118090452261307,0.0037407407407407415,0.0020254196642685855,0.007503602305475505,0.002774647887323944,0.004593558776167472,0.0064900990099009915,1.1125000000000025,0.10438081692762105,0.0046,0.8148717948717951,0.008150000000000003,0.004413525179856116,0.009719740634005764,0.004566197183098593
1705353876,0.619985764303008,2.059247917687407,0.4524132411462736,19.206207895563747,0.296844763298248,6.628598500919132,0.528671916916989,3.318488104597992,2.417906499333334,0.1800061305312077,0.25235417838029245,111517696,43544576,11829248,40374272,43180032,16486400,38498304,10268672,45051904,3010560,8998912,78796.50648301335,0,0,0,4,4,9,4,3,30,3,4,4,4,3,13.333,23.467,0.733,86.991,0.8,11.8,12.267,0.667,132.4,16.8,7.267,0,0,0,0,0.002967793880837359,0.003293991416309013,0.33928571428571436,0.06601666340306744,0.003,0.21118090452261307,0.0037407407407407415,0.0020254196642685855,0.007503602305475505,0.002737024221453287,0.004593558776167472,0.0064900990099009915,1.1125000000000025,0.10438081692762105,0.0046,0.8148717948717951,0.008150000000000003,0.004413525179856116,0.009719740634005764,0.004558477508650519
